"PCIP01"	"PCIP03"	"PCIP04"	"PCIP05"	"PCIP09"	"PCIP10"	"PCIP11"	"PCIP12"	"PCIP13"	"PCIP14"	"PCIP15"	"PCIP16"	"PCIP19"	"PCIP22"	"PCIP23"	"PCIP24"	"PCIP25"	"PCIP26"	"PCIP27"	"PCIP29"	"PCIP30"	"PCIP31"	"PCIP38"	"PCIP39"	"PCIP40"	"PCIP41"	"PCIP42"	"PCIP43"	"PCIP44"	"PCIP45"	"PCIP46"	"PCIP47"	"PCIP48"	"PCIP49"	"PCIP50"	"PCIP51"	"PCIP52"	"PCIP54"	"CIP01BACHL"	"CIP03BACHL"	"CIP04BACHL"	"CIP05BACHL"	"CIP09BACHL"	"CIP10BACHL"	"CIP11BACHL"	"CIP12BACHL"	"CIP13BACHL"	"CIP14BACHL"	"CIP15BACHL"	"CIP16BACHL"	"CIP19BACHL"	"CIP22BACHL"	"CIP23BACHL"	"CIP24BACHL"	"CIP25BACHL"	"CIP26BACHL"	"CIP27BACHL"	"CIP29BACHL"	"CIP30BACHL"	"CIP31BACHL"	"CIP38BACHL"	"CIP39BACHL"	"CIP40BACHL"	"CIP41BACHL"	"CIP42BACHL"	"CIP43BACHL"	"CIP44BACHL"	"CIP45BACHL"	"CIP46BACHL"	"CIP47BACHL"	"CIP48BACHL"	"CIP49BACHL"	"CIP50BACHL"	"CIP51BACHL"	"CIP52BACHL"	"CIP54BACHL"	"NPT4_PUB"	"NPT41_PUB"	"NPT42_PUB"	"NPT43_PUB"	"NPT44_PUB"	"NPT45_PUB"	"NPT4_048_PUB"	"NPT4_3075_PUB"	"NPT4_75UP_PUB"	"NUM4_PUB"	"NUM41_PUB"	"NUM42_PUB"	"NUM43_PUB"	"NUM44_PUB"	"NUM45_PUB"	"PCTPELL"	"C150_4"	"D150_4"	"C150_4_NRA"	"PCTFLOAN"	"COMPL_RPY_1YR_RT"	"FEMALE_RPY_1YR_RT"	"MALE_RPY_1YR_RT"	"COMPL_RPY_3YR_RT"	"FEMALE_RPY_3YR_RT"	"MALE_RPY_3YR_RT"	"COMPL_RPY_5YR_RT"	"FEMALE_RPY_5YR_RT"	"MALE_RPY_5YR_RT"	"GRAD_DEBT_MDN"	"WDRAW_DEBT_MDN"	"LO_INC_DEBT_MDN"	"MD_INC_DEBT_MDN"	"HI_INC_DEBT_MDN"	"DEP_DEBT_MDN"	"IND_DEBT_MDN"	"PELL_DEBT_MDN"	"NOPELL_DEBT_MDN"	"FEMALE_DEBT_MDN"	"MALE_DEBT_MDN"	"FIRSTGEN_DEBT_MDN"	"NOTFIRSTGEN_DEBT_MDN"	"DEBT_N"	"GRAD_DEBT_N"	"WDRAW_DEBT_N"	"LO_INC_DEBT_N"	"MD_INC_DEBT_N"	"HI_INC_DEBT_N"	"DEP_DEBT_N"	"IND_DEBT_N"	"PELL_DEBT_N"	"NOPELL_DEBT_N"	"FEMALE_DEBT_N"	"MALE_DEBT_N"	"FIRSTGEN_DEBT_N"	"NOTFIRSTGEN_DEBT_N"	"FEMALE_RPY_1YR_N"	"MALE_RPY_1YR_N"	"FEMALE_RPY_3YR_N"	"MALE_RPY_3YR_N"	"FEMALE_RPY_5YR_N"	"MALE_RPY_5YR_N"	"MN_EARN_WNE_INDEP0_P6"	"MN_EARN_WNE_INDEP1_P6"	"MN_EARN_WNE_MALE0_P6"	"MN_EARN_WNE_MALE1_P6"	"GRAD_DEBT_MDN_SUPP"	"FEMALE_RPY_3YR_RT_SUPP"	"MALE_RPY_3YR_RT_SUPP"	"C100_4"	"D150_4_WHITE"	"D150_4_BLACK"	"D150_4_HISP"	"D150_4_ASIAN"	"D150_4_AIAN"	"D150_4_NHPI"	"D150_4_2MOR"	"D150_4_NRA"	"D150_4_UNKN"	"Year"
"2.1499999999999998E-2"	"1.9599999999999999E-2"	"2.0799999999999999E-2"	"2.8E-3"	"3.7999999999999999E-2"	"0"	"2.47E-2"	"4.3E-3"	"4.8099999999999997E-2"	"0.1104"	"2.9999999999999997E-4"	"3.1899999999999998E-2"	"1.6E-2"	"0"	"5.7500000000000002E-2"	"0"	"0"	"7.9600000000000004E-2"	"2.8400000000000002E-2"	"0"	"3.8399999999999997E-2"	"3.5299999999999998E-2"	"4.1000000000000003E-3"	"0"	"2.3300000000000001E-2"	"0"	"7.5499999999999998E-2"	"0"	"0"	"0.1212"	"2.5000000000000001E-3"	"0"	"0"	"0"	"4.6699999999999998E-2"	"2.7799999999999998E-2"	"0.10440000000000001"	"1.6899999999999998E-2"	1	1	1	1	1	0	2	1	2	2	0	1	1	0	1	0	0	1	1	0	2	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	2	1	"17208"	"9535"	"11211"	"15468"	"20493"	"22946"	"10322"	"13692"	"21865"	"2359"	"370"	"328"	"458"	"530"	"673"	"0.21690000000000001"	"0.754"	"5256"	"0.69479999999999997"	"0.4516"	"0.776033415"	"0.68414176059999998"	"0.70855717569999999"	"0.83403246399999997"	"0.73798213950000002"	"0.7481968604"	"0.89976540839999997"	"0.81405763239999995"	"0.81022425850000002"	"20500"	"8005"	"15963"	"16750"	"16746"	"16500"	"17451"	"17699"	"15000"	"16500"	"16696"	"17658.5"	"16250"	"13638"	"8550"	"5163"	"3559"	"3957"	"6122"	"11395"	"2243"	"6679"	"6959"	"7443"	"6195"	"2838"	"10800"	"6123"	"5212"	"5263"	"4714"	"5136"	"4147"	"42000"	"56000"	"40900"	"49200"	"20500"	"0.73798213950000002"	"0.7481968604"	"0.54469999999999996"	"3990"	"261"	"128"	"598"	"64"	"0"	"0"	"154"	"61"	"2013-14"
"8.3299999999999999E-2"	"1.9599999999999999E-2"	"1.7500000000000002E-2"	"1.9E-3"	"6.7699999999999996E-2"	"0"	"1.0200000000000001E-2"	"0"	"8.4400000000000003E-2"	"0.1045"	"1.4999999999999999E-2"	"1.4800000000000001E-2"	"9.0300000000000005E-2"	"0"	"2.18E-2"	"2.9999999999999997E-4"	"0"	"5.16E-2"	"7.4999999999999997E-3"	"0"	"5.8999999999999999E-3"	"0"	"2.3999999999999998E-3"	"0"	"9.9000000000000008E-3"	"0"	"5.5899999999999998E-2"	"9.7000000000000003E-3"	"0"	"3.95E-2"	"0"	"0"	"0"	"0"	"3.7100000000000001E-2"	"2.4400000000000002E-2"	"0.21010000000000001"	"1.4800000000000001E-2"	2	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	"16294"	"11123"	"12109"	"15470"	"19063"	"19683"	"11609"	"14103"	"19378"	"1880"	"278"	"270"	"394"	"462"	"476"	"0.19789999999999999"	"0.66779999999999995"	"4214"	"0.63160000000000005"	"0.4022"	"0.77563424950000004"	"0.67291203560000001"	"0.69232987310000005"	"0.84549092029999995"	"0.75394206090000004"	"0.75754493050000005"	"0.89565217389999996"	"0.81953976579999999"	"0.81821912190000001"	"21500"	"6500"	"12000"	"13400"	"14280"	"13076"	"13105"	"14074"	"12402"	"13250"	"13000"	"12372"	"13500"	"7801"	"4261"	"3579"	"1713"	"2631"	"3457"	"7027"	"774"	"3795"	"4006"	"3793"	"4008"	"1895"	"5906"	"3149"	"3468"	"2727"	"2949"	"2477"	"2437"	"37800"	"38000"	"34300"	"40900"	"21500"	"0.75394206090000004"	"0.75754493050000005"	"0.32340000000000002"	"3423"	"117"	"163"	"107"	"20"	"0"	"0"	"76"	"308"	"2013-14"
"1.8800000000000001E-2"	"1.47E-2"	"5.1000000000000004E-3"	"1.0999999999999999E-2"	"0.1023"	"0"	"3.61E-2"	"0"	"0"	"9.5200000000000007E-2"	"0"	"1.6500000000000001E-2"	"0"	"0"	"3.3799999999999997E-2"	"0"	"0"	"9.5799999999999996E-2"	"1.49E-2"	"0"	"1.21E-2"	"4.2500000000000003E-2"	"1.04E-2"	"0"	"1.9800000000000002E-2"	"0"	"8.5500000000000007E-2"	"3.8300000000000001E-2"	"9.7000000000000003E-3"	"0.12670000000000001"	"0"	"0"	"0"	"0"	"3.5000000000000003E-2"	"2.9899999999999999E-2"	"0.1129"	"3.3399999999999999E-2"	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	"19770"	"11659"	"13547"	"20396"	"25509"	"26648"	"12361"	"17179"	"26220"	"3536"	"879"	"520"	"587"	"582"	"968"	"0.3105"	"0.79690000000000005"	"5504"	"0.73440000000000005"	"0.55910000000000004"	"0.71387254410000001"	"0.6123980846"	"0.65300432180000001"	"0.77287517900000002"	"0.66782170419999998"	"0.71451271189999999"	"0.84476026859999997"	"0.75912043979999999"	"0.77462537460000003"	"21069"	"8250"	"16500"	"18464"	"16751"	"17500"	"15945.5"	"19000"	"15000"	"17076"	"17500"	"17534.5"	"17083.5"	"19960"	"13105"	"6966"	"6581"	"5892"	"7487"	"16418"	"3542"	"11252"	"8708"	"10563"	"9397"	"6274"	"13686"	"7727"	"7173"	"6349"	"5664"	"6003"	"5005"	"44700"	"54000"	"44300"	"48500"	"21069"	"0.66782170419999998"	"0.71451271189999999"	"0.57099999999999995"	"2774"	"497"	"493"	"1493"	"14"	"0"	"0"	"64"	"169"	"2013-14"
"4.1300000000000003E-2"	"1.1599999999999999E-2"	"1.8100000000000002E-2"	"2.3E-3"	"4.8899999999999999E-2"	"0"	"4.3E-3"	"0"	"2.1299999999999999E-2"	"0.122"	"0"	"2.4299999999999999E-2"	"7.1400000000000005E-2"	"0"	"2.64E-2"	"2.5999999999999999E-3"	"0"	"6.5600000000000006E-2"	"9.7000000000000003E-3"	"0"	"8.5000000000000006E-3"	"1.2999999999999999E-2"	"4.1999999999999997E-3"	"0"	"1.3299999999999999E-2"	"0"	"5.5199999999999999E-2"	"0"	"2.01E-2"	"0.1149"	"0"	"0"	"0"	"3.3999999999999998E-3"	"2.4799999999999999E-2"	"8.7900000000000006E-2"	"0.1686"	"1.6199999999999999E-2"	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	2	1	1	"17866"	"10026"	"12218"	"16953"	"20832"	"22369"	"11003"	"15098"	"21747"	"3123"	"478"	"384"	"596"	"674"	"991"	"0.22239999999999999"	"0.83230000000000004"	"6155"	"0.76870000000000005"	"0.4587"	"0.70121644719999998"	"0.5554930844"	"0.60056497180000001"	"0.76134716179999995"	"0.61877022650000002"	"0.66130640740000002"	"0.81824962710000004"	"0.69016799780000004"	"0.71383561640000004"	"21500"	"6249"	"12000"	"14462.5"	"15265"	"14250"	"13211"	"14714"	"13500"	"14250"	"14000"	"13166.5"	"14500"	"19905"	"10654"	"9330"	"5581"	"6140"	"8184"	"16779"	"3126"	"10731"	"9174"	"10150"	"9755"	"6310"	"13595"	"8893"	"8850"	"7725"	"8022"	"7262"	"7300"	"39400"	"38900"	"35400"	"42900"	"21500"	"0.61877022650000002"	"0.66130640740000002"	"0.58520000000000005"	"4978"	"421"	"177"	"371"	"18"	"0"	"0"	"134"	"56"	"2013-14"
"2.9600000000000001E-2"	"1.32E-2"	"7.1999999999999998E-3"	"2.5999999999999999E-3"	"8.7400000000000005E-2"	"0"	"5.1700000000000003E-2"	"0"	"5.1499999999999997E-2"	"0.1469"	"0"	"1.5800000000000002E-2"	"2.3900000000000001E-2"	"0"	"1.0200000000000001E-2"	"1.1999999999999999E-3"	"0"	"5.4699999999999999E-2"	"1.5100000000000001E-2"	"0"	"1.4E-2"	"4.36E-2"	"6.1000000000000004E-3"	"0"	"3.2899999999999999E-2"	"3.3E-3"	"4.0099999999999997E-2"	"3.7699999999999997E-2"	"0"	"7.7899999999999997E-2"	"0"	"0"	"0"	"0"	"2.58E-2"	"5.16E-2"	"0.14410000000000001"	"1.2E-2"	2	1	1	1	1	0	2	0	2	2	0	1	2	0	1	1	0	1	1	0	1	1	1	0	1	1	2	2	0	2	0	0	0	0	2	2	2	1	"27032"	"19268"	"21229"	"25028"	"28929"	"30485"	"20234"	"23436"	"29954"	"2682"	"304"	"295"	"409"	"572"	"1102"	"0.17680000000000001"	"0.84840000000000004"	"6492"	"0.75829999999999997"	"0.52200000000000002"	"0.77762900980000005"	"0.60679511080000004"	"0.68875464099999995"	"0.85611058750000002"	"0.68995193050000003"	"0.76137075990000003"	"0.88794719870000005"	"0.75411786240000001"	"0.80401626839999996"	"26750"	"7000"	"16750"	"19000"	"20000"	"19500"	"15750"	"19500"	"18604.5"	"19000"	"19250"	"18000"	"19500"	"34687"	"19906"	"14936"	"9685"	"11073"	"13929"	"28529"	"6158"	"18395"	"16292"	"17186"	"17501"	"11560"	"23127"	"14481"	"15891"	"12898"	"14357"	"10928"	"11802"	"41800"	"42200"	"37600"	"45300"	"26750"	"0.68995193050000003"	"0.76137075990000003"	"0.64580000000000004"	"5328"	"268"	"315"	"335"	"6"	"0"	"0"	"240"	"0"	"2013-14"
"2.7300000000000001E-2"	"1.2800000000000001E-2"	"3.5999999999999999E-3"	"1.6199999999999999E-2"	"5.6599999999999998E-2"	"0"	"1.5900000000000001E-2"	"0"	"2.18E-2"	"0.1037"	"0"	"4.4900000000000002E-2"	"2.5700000000000001E-2"	"1.23E-2"	"2.87E-2"	"0"	"0"	"0.14230000000000001"	"1.89E-2"	"0"	"3.1800000000000002E-2"	"1.2800000000000001E-2"	"1.0800000000000001E-2"	"0"	"1.77E-2"	"0"	"4.1399999999999999E-2"	"0"	"1.0999999999999999E-2"	"0.13900000000000001"	"0"	"0"	"0"	"0"	"2.9399999999999999E-2"	"4.19E-2"	"0.1031"	"3.0300000000000001E-2"	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	2	1	1	"18387"	"8306"	"11137"	"16215"	"21188"	"22900"	"9773"	"14186"	"22171"	"1868"	"200"	"215"	"323"	"481"	"649"	"0.15010000000000001"	"0.82840000000000003"	"5980"	"0.74260000000000004"	"0.36159999999999998"	"0.86565124000000004"	"0.81097560980000005"	"0.81922342459999997"	"0.89575544309999999"	"0.8488337762"	"0.84327821709999995"	"0.9220355979"	"0.89028006589999997"	"0.88094270620000004"	"22332"	"8700"	"16389"	"20780"	"19500"	"19547"	"16130"	"22200"	"18500"	"19688"	"19250"	"19995"	"19500"	"8381"	"6357"	"2065"	"1184"	"2335"	"4862"	"7705"	"676"	"2937"	"5444"	"4523"	"3858"	"1542"	"6839"	"3608"	"3142"	"3387"	"2782"	"3035"	"2461"	"47000"	"47600"	"42900"	"51800"	"22332"	"0.8488337762"	"0.84327821709999995"	"0.55030000000000001"	"4658"	"181"	"220"	"373"	"55"	"0"	"0"	"303"	"190"	"2013-14"
"5.8000000000000003E-2"	"1.0500000000000001E-2"	"4.1000000000000003E-3"	"3.2000000000000002E-3"	"3.09E-2"	"0"	"4.6100000000000002E-2"	"0"	"5.5300000000000002E-2"	"0.1865"	"5.5100000000000003E-2"	"9.4000000000000004E-3"	"2.1899999999999999E-2"	"0"	"9.7999999999999997E-3"	"3.0999999999999999E-3"	"0"	"2.81E-2"	"2.5700000000000001E-2"	"0"	"4.4999999999999997E-3"	"1.04E-2"	"2E-3"	"0"	"1.9599999999999999E-2"	"0"	"2.7699999999999999E-2"	"0"	"0"	"6.2799999999999995E-2"	"0"	"2.3E-3"	"0"	"1.6899999999999998E-2"	"2.2599999999999999E-2"	"6.6799999999999998E-2"	"0.20599999999999999"	"1.09E-2"	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	"15543"	"7228"	"9375"	"14745"	"19995"	"21612"	"8167"	"12598"	"20837"	"2066"	"369"	"287"	"431"	"469"	"510"	"0.20580000000000001"	"0.69940000000000002"	"6830"	"0.68059999999999998"	"0.38779999999999998"	"0.83291729069999998"	"0.72853767390000002"	"0.75425255150000003"	"0.89504318439999997"	"0.79519450800000002"	"0.80823892890000004"	"0.92109614930000006"	"0.83529796990000005"	"0.84302884619999996"	"23180.5"	"7500"	"17890"	"19500"	"19500"	"19500"	"18750"	"20000"	"18967.5"	"19500"	"19000"	"20251.5"	"19118"	"9054"	"6516"	"2575"	"1782"	"2790"	"4482"	"8331"	"723"	"4490"	"4564"	"3916"	"5138"	"2226"	"6828"	"3809"	"4997"	"3496"	"4855"	"3054"	"4160"	"46700"	"51500"	"40900"	"51700"	"23180.5"	"0.79519450800000002"	"0.80823892890000004"	"0.41789999999999999"	"5431"	"299"	"216"	"400"	"36"	"0"	"0"	"407"	"41"	"2013-14"
"5.6399999999999999E-2"	"6.1999999999999998E-3"	"2.3900000000000001E-2"	"1.8200000000000001E-2"	"8.2100000000000006E-2"	"0"	"2.4199999999999999E-2"	"1E-4"	"3.5400000000000001E-2"	"0.1668"	"0"	"1.18E-2"	"8.3000000000000001E-3"	"0"	"2.7300000000000001E-2"	"2.8E-3"	"0"	"7.1499999999999994E-2"	"1.7899999999999999E-2"	"0"	"1.03E-2"	"3.5200000000000002E-2"	"4.7000000000000002E-3"	"0"	"2.5999999999999999E-2"	"0"	"6.2600000000000003E-2"	"0"	"5.5999999999999999E-3"	"8.3799999999999999E-2"	"0"	"0"	"0"	"4.0000000000000002E-4"	"3.09E-2"	"3.8300000000000001E-2"	"0.1305"	"1.8599999999999998E-2"	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	2	2	0	2	0	2	0	2	2	0	0	0	2	2	2	2	2	"19058"	"8626"	"11980"	"18591"	"24421"	"26362"	"10022"	"15485"	"25585"	"3246"	"656"	"468"	"528"	"638"	"956"	"0.20499999999999999"	"0.83960000000000001"	"7152"	"0.77980000000000005"	"0.43099999999999999"	"0.80396558169999999"	"0.73373134330000001"	"0.76832151299999996"	"0.86896135269999997"	"0.80551156160000004"	"0.82138660399999996"	"0.90778341789999994"	"0.84360777819999999"	"0.86959761550000003"	"20250"	"8298"	"16500"	"18500"	"18500"	"18250"	"12500"	"19000"	"17000"	"18750"	"17250"	"18664"	"17750"	"9596"	"7259"	"2367"	"2005"	"2851"	"4740"	"9175"	"421"	"4339"	"5257"	"4563"	"5033"	"2294"	"7302"	"3350"	"3807"	"3157"	"3404"	"2417"	"2684"	"46700"	"44400"	"41300"	"50900"	"20250"	"0.80551156160000004"	"0.82138660399999996"	"0.68698099929626999"	"4656"	"541"	"628"	"844"	"8"	"6"	"85"	"327"	"57"	"2012-13"
"0"	"8.3000000000000001E-3"	"0"	"5.4000000000000003E-3"	"0.18990000000000001"	"0"	"1.21E-2"	"0"	"5.4000000000000003E-3"	"0.12690000000000001"	"0"	"0.02"	"0"	"0"	"2.92E-2"	"4.0000000000000002E-4"	"0"	"4.4699999999999997E-2"	"2.2499999999999999E-2"	"0"	"9.5999999999999992E-3"	"0"	"0.01"	"0"	"1.2500000000000001E-2"	"0"	"8.3099999999999993E-2"	"0"	"3.8800000000000001E-2"	"0.18859999999999999"	"0"	"0"	"0"	"0"	"0.1023"	"2.1299999999999999E-2"	"4.1700000000000001E-2"	"2.7099999999999999E-2"	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"NULL"	"0.13769999999999999"	"0.92959999999999998"	"2060"	"0.8911"	"0.3533"	"0.88156028369999995"	"0.8267326733"	"0.83410138249999999"	"0.92503987239999996"	"0.9004376368"	"0.87482614739999998"	"0.94"	"0.9228855721"	"0.91926345610000004"	"16167"	"6332"	"7000"	"13984.5"	"17170.5"	"16759.5"	"6000"	"15650"	"13024"	"13816.5"	"13813.5"	"10500"	"14450"	"2714"	"2163"	"565"	"618"	"696"	"1400"	"2068"	"646"	"728"	"1986"	"1460"	"1254"	"321"	"2393"	"1010"	"868"	"914"	"719"	"804"	"706"	"54000"	"91800"	"61200"	"75300"	"16167"	"0.9004376368"	"0.87482614739999998"	"0.85825242718446004"	"1221"	"115"	"155"	"351"	"2"	"0"	"24"	"101"	"91"	"2012-13"
"0"	"2.3999999999999998E-3"	"0"	"4.3E-3"	"9.0999999999999998E-2"	"2E-3"	"3.1199999999999999E-2"	"0"	"7.8200000000000006E-2"	"0"	"1E-4"	"2.46E-2"	"1.9400000000000001E-2"	"0"	"1.77E-2"	"0.03"	"0"	"6.8500000000000005E-2"	"9.1999999999999998E-3"	"0"	"8.3999999999999995E-3"	"7.1199999999999999E-2"	"5.7000000000000002E-3"	"0"	"1.3599999999999999E-2"	"0"	"4.6100000000000002E-2"	"1.89E-2"	"7.1499999999999994E-2"	"7.3999999999999996E-2"	"0"	"0"	"0"	"0"	"5.7799999999999997E-2"	"2.5399999999999999E-2"	"0.2145"	"1.4200000000000001E-2"	0	1	0	1	1	1	1	0	2	0	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	0	2	2	2	2	0	0	0	0	2	2	2	2	"13795"	"4726"	"7435"	"14634"	"18614"	"19701"	"5845"	"11642"	"19192"	"2756"	"546"	"384"	"540"	"602"	"684"	"0.2011"	"0.75329999999999997"	"7208"	"0.71430000000000005"	"0.41020000000000001"	"0.83176645230000001"	"0.72480280460000002"	"0.68570783469999996"	"0.85943345800000004"	"0.75608531990000005"	"0.73195020749999995"	"0.91285046729999997"	"0.8283427981"	"0.80506117909999997"	"23481.5"	"16000"	"15500"	"17750"	"19500"	"18446.5"	"16284"	"18500"	"18000"	"18350.5"	"18186"	"17534"	"18500"	"10883"	"2204"	"8691"	"2147"	"3088"	"5648"	"10238"	"645"	"4861"	"6022"	"5540"	"5343"	"2622"	"8261"	"4564"	"4429"	"3985"	"3615"	"3874"	"3596"	"38300"	"46500"	"36400"	"42000"	"23481.5"	"0.75608531990000005"	"0.73195020749999995"	"0.54908231368186"	"6087"	"339"	"176"	"277"	"22"	"2"	"51"	"210"	"44"	"2012-13"
"0"	"6.4000000000000003E-3"	"0"	"8.0000000000000002E-3"	"7.3400000000000007E-2"	"0"	"1.2699999999999999E-2"	"0"	"3.3399999999999999E-2"	"5.8799999999999998E-2"	"0"	"2.1600000000000001E-2"	"0"	"0"	"4.8399999999999999E-2"	"7.8399999999999997E-2"	"0"	"3.3599999999999998E-2"	"1.32E-2"	"0"	"0.03"	"6.4699999999999994E-2"	"6.6E-3"	"0"	"1.23E-2"	"0"	"7.1999999999999995E-2"	"0"	"6.6E-3"	"8.5400000000000004E-2"	"0"	"0"	"0"	"0"	"5.8599999999999999E-2"	"7.0599999999999996E-2"	"0.1842"	"2.1100000000000001E-2"	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	"16056"	"9132"	"12328"	"16228"	"18513"	"18967"	"10756"	"14675"	"18750"	"1334"	"178"	"184"	"278"	"331"	"363"	"0.19159999999999999"	"0.69810000000000005"	"4256"	"0.71430000000000005"	"0.48530000000000001"	"0.76640159050000001"	"0.69021251120000005"	"0.67724531889999995"	"0.83176838809999998"	"0.76230269269999995"	"0.75494782299999996"	"0.90336590660000005"	"0.82998511900000005"	"0.81658075600000002"	"21008"	"8607"	"11750"	"15667.5"	"16500"	"15751"	"9500"	"17000"	"14000"	"15000"	"15000"	"15934.5"	"15000"	"8742"	"4754"	"4011"	"2225"	"2602"	"3915"	"7229"	"1513"	"3698"	"5044"	"4568"	"4174"	"2008"	"6734"	"3341"	"3151"	"3231"	"2779"	"2688"	"2328"	"40700"	"55700"	"40800"	"46100"	"21008"	"0.76230269269999995"	"0.75494782299999996"	"0.46875"	"3754"	"81"	"110"	"168"	"24"	"0"	"0"	"28"	"91"	"2012-13"
"2.5899999999999999E-2"	"5.8999999999999999E-3"	"1.06E-2"	"1.8200000000000001E-2"	"5.8400000000000001E-2"	"0"	"3.5900000000000001E-2"	"0"	"5.1999999999999998E-2"	"9.9099999999999994E-2"	"0"	"2.2800000000000001E-2"	"1.9300000000000001E-2"	"0"	"3.5499999999999997E-2"	"0"	"0"	"8.5999999999999993E-2"	"1.6500000000000001E-2"	"0"	"1.4E-3"	"3.5099999999999999E-2"	"8.6999999999999994E-3"	"0"	"1.7600000000000001E-2"	"0"	"4.5499999999999999E-2"	"0"	"0"	"0.1938"	"0"	"0"	"0"	"0"	"3.2300000000000002E-2"	"1.49E-2"	"0.14080000000000001"	"2.35E-2"	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	"16310"	"7605"	"11730"	"16182"	"19498"	"20892"	"9386"	"14382"	"20373"	"1183"	"200"	"152"	"224"	"226"	"381"	"0.18859999999999999"	"0.82020000000000004"	"3944"	"0.5806"	"0.36149999999999999"	"0.82766781410000001"	"0.76748642609999995"	"0.78092540129999999"	"0.87103765919999998"	"0.78832365999999998"	"0.80596004060000004"	"0.92554744529999999"	"0.86060839430000002"	"0.86121672999999999"	"17750"	"8980"	"12707"	"14500"	"15241"	"14994.5"	"14707"	"14800"	"15000"	"14957"	"14934"	"14908"	"14967.5"	"8069"	"5224"	"2871"	"1674"	"2223"	"4172"	"7084"	"985"	"3568"	"4501"	"3966"	"4103"	"1711"	"6358"	"3131"	"3177"	"2929"	"2953"	"2597"	"2630"	"47400"	"48800"	"42900"	"51800"	"17750"	"0.78832365999999998"	"0.80596004060000004"	"0.63209939148073002"	"2189"	"590"	"314"	"584"	"14"	"3"	"84"	"31"	"135"	"2012-13"
"0"	"1.6500000000000001E-2"	"1.6199999999999999E-2"	"1.5599999999999999E-2"	"3.0499999999999999E-2"	"0"	"2.93E-2"	"0"	"1.8200000000000001E-2"	"0.18459999999999999"	"0"	"3.4799999999999998E-2"	"0"	"0"	"3.85E-2"	"1.12E-2"	"0"	"8.9399999999999993E-2"	"2.4500000000000001E-2"	"0"	"1.8499999999999999E-2"	"3.4200000000000001E-2"	"5.4000000000000003E-3"	"0"	"1.2E-2"	"0"	"9.4299999999999995E-2"	"0"	"7.9000000000000008E-3"	"0.1368"	"0"	"0"	"0"	"0"	"5.8900000000000001E-2"	"3.9100000000000003E-2"	"6.3899999999999998E-2"	"1.9699999999999999E-2"	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	2	2	2	"15574"	"5431"	"7909"	"12348"	"18851"	"23166"	"6502"	"10522"	"21447"	"1937"	"314"	"239"	"342"	"415"	"627"	"0.16320000000000001"	"0.90680000000000005"	"5356"	"0.89239999999999997"	"0.38190000000000002"	"0.78416224050000005"	"0.71922330099999998"	"0.75037764350000002"	"0.83210483209999997"	"0.7678949598"	"0.78852889670000004"	"0.87293046360000004"	"0.81587837839999999"	"0.80992736080000005"	"21500"	"7250"	"16435"	"20811"	"19500"	"19708"	"13147"	"19938"	"19500"	"19500"	"19500"	"20000"	"19500"	"7263"	"5858"	"1431"	"1354"	"1956"	"3953"	"6902"	"361"	"2909"	"4354"	"3693"	"3570"	"1173"	"6090"	"2575"	"2648"	"2361"	"2284"	"1776"	"1652"	"53000"	"66500"	"48400"	"64800"	"21500"	"0.7678949598"	"0.78852889670000004"	"0.76026885735622995"	"3555"	"267"	"298"	"598"	"12"	"0"	"164"	"223"	"239"	"2012-13"
