UNITID,INSTNM,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,CIP01BACHL,CIP03BACHL,CIP04BACHL,CIP05BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP12BACHL,CIP13BACHL,CIP14BACHL,CIP15BACHL,CIP16BACHL,CIP19BACHL,CIP22BACHL,CIP23BACHL,CIP24BACHL,CIP25BACHL,CIP26BACHL,CIP27BACHL,CIP29BACHL,CIP30BACHL,CIP31BACHL,CIP38BACHL,CIP39BACHL,CIP40BACHL,CIP41BACHL,CIP42BACHL,CIP43BACHL,CIP44BACHL,CIP45BACHL,CIP46BACHL,CIP47BACHL,CIP48BACHL,CIP49BACHL,CIP50BACHL,CIP51BACHL,CIP52BACHL,CIP54BACHL,NPT4_PUB,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT4_048_PUB,NPT4_3075_PUB,NPT4_75UP_PUB,NUM4_PUB,NUM41_PUB,NUM42_PUB,NUM43_PUB,NUM44_PUB,NUM45_PUB,PCTPELL,C150_4,D150_4,C150_4_NRA,PCTFLOAN,COMPL_RPY_1YR_RT,FEMALE_RPY_1YR_RT,MALE_RPY_1YR_RT,COMPL_RPY_3YR_RT,FEMALE_RPY_3YR_RT,MALE_RPY_3YR_RT,COMPL_RPY_5YR_RT,FEMALE_RPY_5YR_RT,MALE_RPY_5YR_RT,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEP_DEBT_MDN,IND_DEBT_MDN,PELL_DEBT_MDN,NOPELL_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,DEBT_N,GRAD_DEBT_N,WDRAW_DEBT_N,LO_INC_DEBT_N,MD_INC_DEBT_N,HI_INC_DEBT_N,DEP_DEBT_N,IND_DEBT_N,PELL_DEBT_N,NOPELL_DEBT_N,FEMALE_DEBT_N,MALE_DEBT_N,FIRSTGEN_DEBT_N,NOTFIRSTGEN_DEBT_N,FEMALE_RPY_1YR_N,MALE_RPY_1YR_N,FEMALE_RPY_3YR_N,MALE_RPY_3YR_N,FEMALE_RPY_5YR_N,MALE_RPY_5YR_N,MN_EARN_WNE_INDEP0_P6,MN_EARN_WNE_INDEP1_P6,MN_EARN_WNE_MALE0_P6,MN_EARN_WNE_MALE1_P6,GRAD_DEBT_MDN_SUPP,FEMALE_RPY_3YR_RT_SUPP,MALE_RPY_3YR_RT_SUPP,C100_4,D150_4_WHITE,D150_4_BLACK,D150_4_HISP,D150_4_ASIAN,D150_4_AIAN,D150_4_NHPI,D150_4_2MOR,D150_4_NRA,D150_4_UNKN,Year
171100,Michigan State University,0.0572,0.0115,0.0034,4.00E-04,0.1152,6.00E-04,0.0121,0,0.0336,0.0619,0.0285,0.0112,0.0151,0.0084,0.0191,0.006,0,0.0983,0.0092,0,0.0183,0.0376,0.0022,0,0.0147,0,0.046,0.0228,0.0086,0.1025,0.0018,0,0,0,0.0267,0.0484,0.1734,0.0053,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,16788,6639,11872,18207,22115,24008,8466,15178,23315,3294,833,447,488,559,967,0.2211,0.7717,7249,0.7048,0.4504,NULL,NULL,NULL,0.769259866,0.675089134,0.711992263,0.849066811,0.773173573,0.777118644,25250,8250,19750,24950,20112,21370,19250,24074.5,19500,21795.5,20435,24027,20500,13025,8991,4217,3218,3595,6212,12221,804,6386,6639,7170,5855,2961,10064,NULL,NULL,6451,5170,6009,4720,NULL,NULL,NULL,NULL,25250,0.675089134,0.711992263,0.5071,5207,600,226,353,31,6,78,630,118,2015-16
174066,University of Minnesota,0.0242,0.018,0.0181,0.0035,0.0339,0,0.0359,0.005,0.0499,0.1019,3.00E-04,0.0239,0.0192,0,0.0607,0,0,0.1139,0.0336,0,0.0404,0.0128,0.0049,0,0.0286,0,0.0713,0,0,0.1101,0.0038,0,0,0,0.0421,0.0277,0.1039,0.0124,1,1,1,1,1,0,2,1,2,2,0,1,1,0,1,0,0,1,1,0,2,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,2,1,16439,7368,8523,13010,19175,23109,7909,11048,21702,2184,321,283,364,435,781,0.2026,0.772,5381,0.7746,0.4229,NULL,NULL,NULL,0.816476231,0.734598631,0.754071059,0.851646447,0.778741866,0.782025214,20000,9442,16645,16750,16750,16500,18750,18221,15000,16600,16872.5,17644,16500,12773,8215,4640,3145,3490,6138,10917,1856,5956,6817,6985,5788,2489,10284,NULL,NULL,6428,5404,5532,4918,NULL,NULL,NULL,NULL,20000,0.734598631,0.754071059,0.5925,3986,244,127,566,72,20,0,346,20,2015-16
181464,University of Nebraska,0.0833,0.0196,0.0175,0.0019,0.0677,0,0.0102,0,0.0844,0.1045,0.015,0.0148,0.0903,0,0.0218,3.00E-04,0,0.0516,0.0075,0,0.0059,0,0.0024,0,0.0099,0,0.0559,0.0097,0,0.0395,0,0,0,0,0.0371,0.0244,0.2101,0.0148,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,16705,11782,12656,15629,19184,20264,12185,14389,19774,2210,356,305,426,509,614,0.2092,0.6704,3965,0.8167,0.3988,NULL,NULL,NULL,0.823981553,0.727762803,0.743392071,0.870068229,0.789714688,0.787309809,21533,7000,13134,14200,14250,13816.5,16900,15400,13000,13683,14309,13500,14000,7523,4017,3541,1567,2339,3617,6844,679,3488,4035,3722,3801,1728,5795,NULL,NULL,3339,3632,2839,3089,NULL,NULL,NULL,NULL,21533,0.727762803,0.743392071,0.3299,3409,117,169,99,19,0,0,60,92,2015-16
186380,Rutgers University,0.0176,0.0138,0.0049,0.0069,0.0783,0,0.0453,0,0,0.1024,0,0.0138,0,0,0.0234,0,0,0.0929,0.0152,0,0.0123,0.0436,0.0065,0,0.0166,0,0.0724,0.0293,0.0103,0.0928,0,0,0,0,0.0284,0.1143,0.1381,0.021,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,19924,11728,13732,19869,26158,27610,12446,16869,27114,3387,899,502,525,499,962,0.3095,0.8045,5822,0.7155,0.5227,NULL,NULL,NULL,0.768658878,0.669570552,0.709132055,0.812142324,0.724018649,0.754418763,22000,10166,18456,20500,18750,19500,18454.5,21000,15750,19499.5,18750,19250,19000,20468,14284,6305,7058,5979,7431,16450,4018,11873,8595,10914,9554,6834,13634,NULL,NULL,8150,7512,6649,5884,NULL,NULL,NULL,NULL,22000,0.669570552,0.709132055,0.5838,2793,397,626,1583,5,27,188,116,87,2015-16
204796,The Ohio State University,0.044,0.0145,0.0142,0.003,0.05,0,0.005,0,0.0274,0.143,0,0.0223,0.0517,0,0.0205,0.001,0,0.0774,0.0124,0,0.005,0.0133,0.0037,0,0.0121,0,0.0534,0,0.0212,0.1028,0,0,0,0.0028,0.0259,0.0888,0.1715,0.0131,1,1,1,1,1,0,1,0,2,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,2,1,1,18099,9959,12293,16652,20872,22606,11010,14790,21948,2626,393,322,432,561,918,0.2141,0.8316,6724,0.8582,0.428,NULL,NULL,NULL,0.749902191,0.608904548,0.65266559,0.800300946,0.675380994,0.700825063,21500,6500,12500,15695,16000,15000,14500,16000,14000,15367,14795,15000,15000,20031,11644,8535,5278,5905,8848,17257,2774,10459,9572,10321,9710,5911,14120,NULL,NULL,9366,9285,8071,8363,NULL,NULL,NULL,NULL,21500,0.608904548,0.65266559,0.5852,5297,375,189,430,25,0,0,275,133,2015-16
214777,Penn State University,0.0304,0.0124,0.0076,0.0026,0.0878,0,0.0621,0,0.0368,0.1485,0,0.0149,0.024,0,0.0105,5.00E-04,0,0.0576,0.0173,0,0.0134,0.037,0.0027,0,0.0349,0.0032,0.0389,0.0392,0,0.0794,0,0,0,0,0.022,0.0557,0.1515,0.0091,2,1,1,1,1,0,2,0,2,2,0,1,2,0,1,2,0,1,1,0,1,1,1,0,2,1,2,2,0,2,0,0,0,0,1,1,2,1,29226,20670,22888,25753,30496,32944,21626,24684,32223,2744,306,232,390,535,1281,0.1609,0.8566,6574,0.8065,0.4869,NULL,NULL,NULL,0.815925543,0.652022818,0.731654154,0.884568354,0.73246792,0.793586361,26687,8498,18250,20000,20017,20166,17173,20767.5,19000,19500,19500,19000,19750,34898,20191,14858,9581,10603,14714,28325,6573,17920,16978,17519,17379,11448,23450,NULL,NULL,15251,16516,13404,14781,NULL,NULL,NULL,NULL,26687,0.652022818,0.731654154,0.6429,4878,280,419,281,6,2,149,491,68,2015-16
240444,University of Wisconsin,0.0381,0.0172,0.0031,0.0143,0.0569,0,0.0235,0,0.0196,0.1177,0,0.0356,0.0264,0.0118,0.027,0,0,0.1355,0.019,0,0.0289,0.0143,0.0074,0,0.0213,0,0.0374,0,0.0112,0.1236,0,0,0,0,0.0249,0.0479,0.1158,0.0216,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,2,1,1,19378,8443,11061,17032,21726,23451,9738,14871,22809,1985,190,186,328,477,804,0.1446,0.8495,5673,0.7956,0.3489,NULL,NULL,NULL,0.889246498,0.842758985,0.853846154,0.910958904,0.880501393,0.87120954,21796.5,9950,17946.5,21000,19500,19530,18264,22000,18750,19892,19500,20631,19500,8102,6324,1803,1102,2122,4878,7486,616,2787,5315,4260,3842,1227,6875,NULL,NULL,3784,3250,3590,2935,NULL,NULL,NULL,NULL,21796.5,0.842758985,0.853846154,0.5604,4394,136,268,322,18,6,145,274,110,2015-16
243780,Purdue University,0.0613,0.0113,0.0025,0.003,0.024,0,0.0433,0,0.0405,0.2124,0.0622,0.0066,0.0192,0,0.0089,0.0076,0,0.0297,0.0305,0,0.0039,0.0125,0.0025,0,0.0189,0,0.0192,0,0,0.0546,0,5.00E-04,0,0.0177,0.021,0.0657,0.2157,0.0048,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,13516,4446,5796,11233,17953,20886,5077,8867,19668,1932,321,282,366,400,563,0.189,0.7462,6308,0.7883,0.3316,NULL,NULL,NULL,0.869897544,0.76780341,0.796662191,0.914940422,0.828500414,0.839167834,21500,7500,16500,17974,19237,18500,17002,18925,17897,18205,18500,18804,18335,8111,6129,2025,1561,2355,4195,7560,551,3828,4283,3603,4508,1875,6236,NULL,NULL,3988,5213,3621,4999,NULL,NULL,NULL,NULL,21500,0.76780341,0.796662191,0.4654,4560,239,172,287,18,0,0,685,347,2015-16
145637,University of Illinois at Urbana-Champaign,0.065,0.0093,0.0207,0.0121,0.0828,0,0.031,1.00E-04,0.028,0.1907,0,0.0098,0.0095,0,0.0206,0.0014,0,0.0736,0.022,0,0.0111,0.0348,0.0039,0,0.0275,0,0.0576,0,0.0063,0.0729,0,0,0,9.00E-04,0.0263,0.049,0.1182,0.0146,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,18375,7801,12231,17934,24625,27070,9576,15076,26246,2966,700,468,466,449,883,0.2058,0.8416,7277,0.7269,0.3893,0.809044423,0.738982162,0.782801212,0.83081466,0.763408658,0.804118657,0.880060252,0.821071218,0.843169853,20500,8500,16500,19250,19000,18500,15261.5,19000,18000,19000,18014,18773,18463,9551,7401,2158,2111,2771,4669,9157,394,4499,5052,4525,5026,2087,7464,3812,4291,3673,4079,3398,3609,52100,56300,45400,58100,20500,0.763408658,0.804118657,0.6922,4416,478,519,983,14,5,142,681,39,2014-15
147767,Northwestern University,0,0.0066,0.0027,0.0074,0.183,0,0.0164,0,0.0059,0.1455,0,0.0145,0,0,0.0184,4.00E-04,0,0.0637,0.0301,0,0.009,0,0.0102,0,0.018,0,0.079,0,0.0458,0.1643,0,0,0,0,0.0876,0.0156,0.052,0.0239,0,1,0,2,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.14,0.9331,2077,0.9008,0.3237,0.890384615,0.839577329,0.854625551,0.917130919,0.871183206,0.883014623,0.930983847,0.907278166,0.895968791,16905,10160,6000,16666,17500,17190,6000,17092,14500,14500,15500,12074,15172,2697,2011,691,631,696,1370,2166,531,764,1933,1457,1240,325,2372,1041,908,1048,889,1003,769,61500,94600,65600,80000,16905,0.871183206,0.883014623,0.8536,1167,82,148,439,2,1,27,121,90,2014-15
151351,Indiana University,0,0.0023,0,0.0056,0.0876,0.002,0.0389,0,0.065,0,4.00E-04,0.0239,0.0163,0,0.0195,0.0379,0,0.0783,0.0155,0,0.0076,0.0741,0.0057,0,0.0133,0,0.0478,0.0177,0.0618,0.087,0,0,0,0,0.0511,0.0345,0.191,0.015,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,2,1,14370,4855,7515,13120,20153,21554,5945,10494,20978,2581,539,374,424,511,733,0.1643,0.7764,7550,0.6912,0.3183,0.789080728,0.672186837,0.682119205,0.870023981,0.762489592,0.720412024,0.888973771,0.798712139,0.772929187,22529.5,8975,14600,18430,19250,18000,16000,18142,17617,18725,17152.5,17405.5,18000,10081,5502,4603,2024,2828,5229,9535,546,4516,5565,5139,4942,2170,7911,4710,4530,4804,4757,4193,3827,44300,41000,40600,47800,22529.5,0.762489592,0.720412024,0.5944,6307,343,227,299,14,5,98,217,40,2014-15
153658,University of Iowa,0,0.0056,0,0.0048,0.0745,0,0.0158,0,0.0283,0.0706,0,0.0237,0,0,0.0435,0.0431,0,0.0306,0.0279,0,0.0275,0.1131,0.0085,0,0.015,0,0.0602,0,0.0112,0.0804,0,0,0,0,0.0516,0.0802,0.1693,0.0146,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,2,0,1,1,0,2,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,2,1,14863,8584,10751,14719,17575,18256,9571,13114,17939,1307,208,174,256,312,357,0.1883,0.7004,4182,0.7279,0.4554,0.763515245,0.669796137,0.672908487,0.795769843,0.729414951,0.718686428,0.855915562,0.795546559,0.787487249,21500,7500,12500,17007,18500,17875,9956.5,18750,15000,16500,16580,17500,16250,8693,5516,3190,2169,2490,4034,7247,1446,3709,4984,4583,4110,1928,6765,3728,3311,3692,3441,3458,2941,44200,63200,44300,51100,21500,0.729414951,0.718686428,0.4816,3458,102,139,144,21,11,0,147,160,2014-15
163286,University of Maryland,0.0247,0.0079,0.0088,0.0126,0.0651,0,0.0416,0,0.0503,0.1212,0,0.025,0.0241,1.00E-04,0.0282,0,0,0.0933,0.0168,0,0.0016,0.0362,0.0064,0,0.0201,0,0.0454,0,0,0.1671,0,0,0,0,0.0279,0.0167,0.1392,0.0194,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,15817,6938,9521,14502,19152,21418,8043,12445,20614,1151,194,145,206,215,391,0.1964,0.8475,3907,0.7719,0.3501,0.829950383,0.750771129,0.781959207,0.85,0.790802525,0.80119225,0.893649579,0.814108675,0.838122605,19500,8340.5,14037,16500,16750,16103.5,15500,16786,15460,17000,15205.5,15500,16250,8045,5793,2264,1792,2150,4103,6992,1053,3735,4310,4001,4044,1669,6376,3242,3481,3327,3355,3147,3132,50100,50200,45300,54400,19500,0.790802525,0.80119225,0.6699,2287,514,283,579,8,5,87,57,87,2014-15
170976,University of Michigan - Ann Arbor,0,0.014,0.01,0.017,0.028,0,0.0444,0,0.0136,0.181,0,0.0331,0,0,0.029,0.0112,0,0.1019,0.0257,0,0.0295,0.0318,0.0055,0,0.013,0,0.0979,0,0.0089,0.1279,0,0,0,0,0.0568,0.0349,0.0663,0.0187,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,2,1,1,15787,5470,7735,11409,18251,23327,6420,9987,21454,1754,266,192,304,366,626,0.1569,0.9087,5738,0.8722,0.342,0.799120235,0.731568365,0.77713508,0.807033363,0.753546099,0.774717514,0.851497609,0.800464037,0.819109841,20886,8083,16622.5,21085,19787,19849.5,13880,19761.5,19500,19812,19500,20231,19500,7304,6093,1225,1428,1893,3983,6952,352,3046,4258,3687,3617,1152,6152,2984,2939,2820,2832,2586,2449,55400,58400,47900,64300,20886,0.753546099,0.774717514,0.7557,3821,309,232,649,11,2,213,227,274,2014-15
171100,Michigan State University,0.0479,0.0147,0.0052,2.00E-04,0.1093,0.0014,0.0099,0,0.0304,0.0613,0.0228,0.0135,0.0175,0.0102,0.0201,0.0045,0,0.1002,0.012,0,0.0178,0.0342,0.0017,0,0.0162,0,0.0462,0.0226,0.0114,0.1104,9.00E-04,0,0,0,0.0252,0.0518,0.1709,0.0097,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,16382,6434,11999,17744,21775,23569,8265,15111,22881,3295,865,424,501,577,928,0.227,0.7886,7385,0.672,0.4632,0.70206644,0.599966566,0.657937147,0.794908062,0.702225755,0.72751004,0.859739118,0.792257361,0.785632839,25215,8250,18261.5,24185.5,20000,20748,18529,23000,19127.5,21500,19820,22849,20096.5,13063,8633,4497,3238,3656,6169,12251,812,6433,6630,7161,5902,3073,9990,5982,4964,6290,4980,5502,4385,45200,46000,40500,50900,25215,0.702225755,0.72751004,0.5285,5488,563,206,326,25,5,82,564,126,2014-15
174066,University of Minnesota,0.0227,0.0181,0.0211,0.0031,0.0327,0,0.0396,0.0029,0.0474,0.1042,1.00E-04,0.0254,0.0179,0,0.0539,0,0,0.087,0.0323,0,0.0401,0.0401,0.0033,0,0.0297,0,0.0711,0,0,0.1216,0,0,0,0,0.0411,0.0276,0.1043,0.0128,1,1,1,1,1,0,2,1,2,2,0,1,1,0,1,0,0,1,1,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,2,1,16954,8650,9583,14683,20036,23108,9070,12452,21858,2363,376,308,396,522,761,0.2076,0.784,5089,0.7473,0.4344,0.789753826,0.69717608,0.726965024,0.828951536,0.736039768,0.755008586,0.863627766,0.787423484,0.788710043,20500,8500,16500,17265.5,16250,16400,18500,18061,15000,16579,16500,17794,16230.5,13247,8501,4771,3381,3776,6090,11197,2050,6411,6836,7211,6036,2759,10488,6020,5318,6035,5241,5391,4411,44400,53300,41600,51100,20500,0.736039768,0.755008586,0.5846,3729,259,123,591,67,0,0,277,43,2014-15
181464,University of Nebraska,0.0884,0.0235,0.0191,0.0041,0.0664,0,0.0121,0,0.0773,0.1101,0.0158,0.0129,0.0788,3.00E-04,0.0225,8.00E-04,0,0.0509,0.0101,0,0.0101,0,0.0021,0,0.0132,0,0.0553,0.0034,0,0.0339,0,0,0,0,0.0308,0.023,0.2171,0.0181,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,16177,11395,12149,15016,19067,19869,11755,13744,19506,2170,362,330,414,482,582,0.1989,0.6679,4164,0.7049,0.3856,0.785071466,0.675917065,0.710797293,0.831308669,0.736351959,0.740089419,0.886828645,0.801279639,0.802757158,21500,7000,12500,14017,13946,13500,14715,14576,12475,13534,13656,12500,14000,7788,4278,3534,1629,2554,3605,7059,729,3684,4104,3801,3987,1840,5948,3135,3399,3114,3355,2657,2829,39900,40000,35800,43700,21500,0.736351959,0.740089419,0.3307,3582,88,181,98,26,0,0,61,128,2014-15
186380,Rutgers University,0.0163,0.0137,0.0045,0.0072,0.0829,0,0.036,0,0,0.0971,0,0.0151,0,0,0.0271,0,0,0.0841,0.0147,0,0.0101,0.0474,0.0079,0,0.015,0,0.0793,0.0338,0.0081,0.1007,0,0,0,0,0.0288,0.1147,0.1299,0.0253,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,20079,11953,14073,20537,25822,27086,12729,17383,26641,3711,950,548,575,576,1062,0.2996,0.8068,5834,0.775,0.5236,0.727744737,0.625202745,0.665296925,0.768256741,0.671307671,0.708270677,0.82133995,0.737818296,0.761670762,21500,9500,17250,19500,17791.5,18750,15974.5,20050,15000,18500,18000,18750,18000,20611,13906,6743,7023,6078,7510,16619,3992,11791,8820,10901,9710,6567,14044,8015,7544,7326,6650,6362,5291,46900,54700,45900,50600,21500,0.671307671,0.708270677,0.59,2813,455,640,1511,4,34,182,80,115,2014-15
204796,The Ohio State University,0.0378,0.0121,0.013,0.0021,0.0509,0,0.0048,0,0.0195,0.1324,0,0.0211,0.0693,0,0.0254,0.002,0,0.0701,0.0108,0,0.0076,0.0114,0.0029,0,0.0105,0,0.0527,0,0.0236,0.1094,0,0,0,0.0023,0.0302,0.0881,0.1752,0.0148,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,18068,10566,12647,16695,20492,22498,11418,15194,21696,2778,433,300,509,614,922,0.2243,0.835,6151,0.7735,0.4401,0.708298231,0.558470328,0.606354398,0.750618996,0.613189529,0.651515152,0.813353566,0.6875,0.711260331,21641,6500,12500,15500,16347,15000,14250,15750,14382,15064,14762,14500,15000,19727,11152,8679,5370,6005,8352,16790,2937,10562,9165,10176,9551,6004,13723,8577,8561,8901,9042,7488,7744,41700,40200,37500,45100,21641,0.613189529,0.651515152,0.6145,4905,363,190,360,19,0,0,234,80,2014-15
214777,Penn State University,0.0329,0.014,0.0074,0.003,0.0935,0,0.0508,0,0.0394,0.1459,0,0.0144,0.0246,0,0.0134,0.0015,0,0.0514,0.0175,0,0.0133,0.0384,0.0042,0,0.0342,0.0021,0.0429,0.0393,0,0.0796,0,0,0,0,0.0228,0.0563,0.1454,0.0121,2,1,1,1,1,0,2,0,2,2,0,1,2,0,1,1,0,1,1,0,1,1,1,0,1,1,2,2,0,2,0,0,0,0,2,2,2,1,28201,20010,20750,25404,29648,31680,20341,23528,31066,2844,311,252,373,576,1332,0.1661,0.8611,7241,0.802,0.5021,0.760363336,0.593178884,0.683980458,0.843335043,0.678817056,0.744173107,0.886916936,0.74125758,0.800871656,26933,7500,17118,19960,20500,20000,16045,20107.5,19000,19500,19500,18750,19500,34662,20123,14690,9617,10795,14250,28348,6314,18130,16532,17271,17391,11437,23225,14719,15556,14540,16175,12039,13308,43500,44200,39000,47200,26933,0.678817056,0.744173107,0.6556,5833,269,320,409,6,0,0,404,0,2014-15
240444,University of Wisconsin,0.0303,0.0163,0.0031,0.0137,0.057,0,0.0225,0,0.0288,0.1016,0,0.0393,0.0257,0.0099,0.0243,0,0,0.1367,0.0191,0,0.0258,0.0157,0.011,0,0.0206,0,0.0425,0,0.0143,0.1381,0,0,0,0,0.0278,0.0461,0.1025,0.0272,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,2,1,1,18397,9235,10514,16747,21142,22851,9865,14273,22184,2064,242,235,357,480,750,0.1522,0.8368,5759,0.8324,0.3617,0.85400638,0.797260274,0.82002457,0.894757823,0.848452221,0.8455258,0.915054481,0.883244207,0.872909699,22500,9174,17496,20994.5,20091,20250,18000,22590,19000,20250,20000,20500,20000,8250,6396,1873,1159,2228,4863,7585,665,2915,5335,4409,3841,1341,6909,3650,3256,3715,3062,3366,2691,49800,48100,44600,55000,22500,0.848452221,0.8455258,0.5466,4465,132,246,272,20,9,86,340,189,2014-15
243780,Purdue University,0.057,0.0129,0.0033,0.0031,0.0255,0,0.0455,0,0.0451,0.1979,0.0476,0.0075,0.0176,0,0.012,0.0049,0,0.0321,0.0321,0,0.0056,0.0108,0.0021,0,0.0188,0,0.0256,0,0,0.06,0,0.0024,0,0.016,0.0207,0.0664,0.2193,0.008,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,14797,7153,8073,13391,18638,21144,7563,11221,19986,1982,341,275,399,447,520,0.2017,0.7295,7058,0.7195,0.3559,0.821917808,0.722417999,0.759815242,0.88204785,0.782869045,0.804700936,0.924428105,0.839838104,0.837687366,22500,7500,17694,19103.5,19500,19344,17880,19500,18875.5,19000,19500,19500,19072,8606,6453,2169,1653,2524,4429,7967,639,4160,4446,3709,4897,2018,6588,3689,4763,3841,5233,3459,4670,48800,50800,43200,53300,22500,0.782869045,0.804700936,0.4527,5628,238,197,397,44,0,0,517,37,2014-15
145637,University of Illinois at Urbana-Champaign,0.0582,0.0064,0.0221,0.0166,0.0858,0,0.0271,0,0.0328,0.1763,0,0.0095,0.0076,0,0.0275,9.00E-04,0,0.0808,0.0182,0,0.0069,0.0397,0.0031,0,0.0276,0,0.0571,0,0.0077,0.0773,0,0,0,4.00E-04,0.0234,0.0464,0.1243,0.0162,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,18798,7954,12778,18603,24403,26925,9801,15874,25998,2879,659,409,464,495,852,0.2019,0.838,6930,0.7185,0.4097,0.797632747,0.72768573,0.770260747,0.842634776,0.7776791,0.807407407,0.895244216,0.836309524,0.857099237,20450,8323,16500,18500,19000,18500,13797,18929,17500,18862,17950,19000,18107,9353,7247,2149,1987,2745,4621,8972,381,4328,5025,4451,4902,2173,7180,3742,4257,3378,3645,3024,3275,48800,51900,43400,53800,20450,0.7776791,0.807407407,0.6839,4412,474,533,930,7,6,131,405,32,2013-14
147767,Northwestern University,0,0.009,0,0.0037,0.2016,0,0.0181,0,0.0049,0.131,0,0.0193,0,0,0.0283,8.00E-04,0,0.0517,0.0242,0,0.0049,0,0.0111,0,0.0201,0,0.0837,0,0.0353,0.1683,0,0,0,0,0.0915,0.0222,0.039,0.0312,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1416,0.9419,1979,0.9,0.3456,0.894204852,0.837073171,0.849770642,0.925820257,0.899492386,0.87251462,0.94275492,0.917301415,0.922971114,16743.5,6625,7000,15500,17783.5,17500,6000,16646,14000,14050,15332,12000,15000,2799,2300,521,632,747,1420,2189,610,785,2014,1504,1295,342,2457,1025,872,985,855,919,727,57200,95900,63500,79800,16743.5,0.899492386,0.87251462,0.8615,1112,94,153,390,5,1,36,90,98,2013-14
